State,District,Taluka,Locality,Street,Landmark,Facility Name,Facility Type,Latitude,longitude,Region Indicator,Operational Status,Ownership Authority
Telangana,Adilabad,Neradigonda,Buggaram B,Main Road,Near Anganwadi Center,"SubCentre, Buggaram",SubCentre,19.2862689,78.443932,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,Guthpala,Main Road,Near Minigurukula Patashala,"SubCentre, Gutpala",SubCentre,19.34435062,78.37685108,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,Neradigonda,IB Road,Near Anganwadi Center,"SubCentre, Neradigonda",SubCentre,19.2999254,78.4055514,Rural,Functional,Private - for profit
Telangana,Adilabad,Neradigonda,Tarnam k,Main Road,Near vetarnary Hospital,"SubCentre, Tarnam",SubCentre,19.3374355,78.4425108,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,Tejapur,High School Road,NEAR ZPHS SCHOOL,"SubCentre, Tejapur",SubCentre,19.3244119,78.3877778,Rural,Functional,State Government
Telangana,Adilabad,Neradigonda,wadoor,Main Road,Near Hanuman Temple,"SubCentre, Waddur",SubCentre,19.8279605,78.4034188,Rural,Functional,Private - for profit
Telangana,Adilabad,Neradigonda,wankidi,Rajura Road,Near vetarnary Hospital,"SubCentre, Wankidi",SubCentre,19.2061413,78.3813785,Rural,Functional,Private - not for profit
Telangana,Adilabad,Narnoor,"Market area , Narnoor.",,Near Police Station,"Primary Health Centre, Narnoor",Primary Health Centre,19.5009214,78.8510044,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,Gunjala,,"Main Road , Near Anganiwadi Center","SubCentre, Gunjala",SubCentre,19.7946751,78.4211897,Rural,Functional,Private - for profit
Telangana,Adilabad,Narnoor,"Anganiwadi Center , Beside : Kothapally-H",,Near Primary School,"SubCentre, Kotapally",SubCentre,18.2591149,78.5858944,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,Nagalkonda,,Near Primary School Urdu Medium,"SubCentre, Nagalkonda",SubCentre,19.47164992,78.90050411,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,"Main road ,  Narnoor",,Near Ayurvedi Hospita,"SubCentre, Narnoor",SubCentre,19.50094094,78.85106564,Rural,Functional,State Government
Telangana,Adilabad,Narnoor,Thadihatnoor,,"Main Road, Anganiwadi Center (SC Wada)","SubCentre, Tadihatnoor",SubCentre,19.4526322,78.82900715,Rural,Functional,Private - for profit
Telangana,Adilabad,Inderavelly,Adilabad(U),"Ravindra Nagar Colony, Adilabad(U)",Adilabad(U),KRK Colony (Basti Dawakhana),Urban health and wellness center (UHWC),19.64553,78.53576,Urban,Functional,State Government
Telangana,Adilabad,Inderavelly,NEAR GP,,,"Primary Health Centre, Indervelly",Primary Health Centre,19.4940711,78.6710756,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,"Patelroad, Pittabongaram","Patelroad, Pittabongaram","Patelroad, Pittabongaram","Primary Health Centre, Pittabongaram",Primary Health Centre,19.27,78.58,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,INDERVELLY,,,"SubCentr, Indervelly",SubCentre,19.491372,78.686528,Rural,Functional,Private - for profit
Telangana,Adilabad,Inderavelly,DASNAPUR,,,"SubCentre, Dasnapur",SubCentre,19.453162,78.628693,Rural,Functional,Private - for profit
Telangana,Adilabad,Inderavelly,Danora B main reoad,Danora B main reoad,Danora B main reoad,"SubCentre, Dhanora B",SubCentre,19.514665,78.616982,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,ESHWERNAGAR,,,"SubCentre, Eshwarnagar",SubCentre,19.4795396,78.6806488,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,NEAR GP,,,"SubCentre, Heerapur",SubCentre,19.497749,78.660794,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,near temple,,,"SubCentre, Keslapur",SubCentre,19.505597,78.646589,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,kondapur,,,"SubCentre, Kondapur",SubCentre,19.435761,78.585778,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,mutnoor,,,"SubCentre, Mutnoor",SubCentre,19.513364,78.629937,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,satwajiguda,,,"SubCentre, Satwajiguda",SubCentre,19.2237035,79.7483995,Rural,Functional,State Government
Telangana,Adilabad,Inderavelly,walgonda,,,"SubCentre, Walgonda",SubCentre,19.431188,78.627277,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,old kothagudem,"27 ward, dho number pasthi",burdidagadda railway track,A power House basthi(basthi dawakhana),Urban health and wellness center (UHWC),17.625466,80.680268,Urban,Functional,State Government
Telangana,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,Kothapeta,Kunavaram Road,"Area Hospital, Bhadrachalam",Sub-District Hospital,17.66635247,80.89152396,Urban,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,Kothagudem,Gajula Rajam Basthi,Near Bajan Mandir,"Area Hospital, Koathagudem",Sub-District Hospital,17.55068597,80.62194318,Urban,Functional,State Government
Telangana,Bhadradri Kothagudem,Manuguru,"vagu mallaram , manuguru",Manuguru,vagu mallaram near court,CHC Manuguru,Community Health Center,17.92939,80.8236,Urban,Functional,State Government
Telangana,Bhadradri Kothagudem,Burgampahad,Main centre,Bustand Street,Near Govt School beside,"Community Health Center, Burgampadu",Community Health Center,17.64422651,80.86851597,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,Ring Road,Ring Road,"Community Health Centre, Aswaraopeta",Community Health Center,17.2424844,81.12885118,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Palvoncha,Paloncha,Mucipal Office Road,Opp. Police Quarter,"Community Health Centre, Paloncha",Community Health Center,17.60724115,80.71970701,Urban,Functional,State Government
Telangana,Bhadradri Kothagudem,Dummugudem,Arlagudem,Grampanchayath Road,Besie Subcenter Arlagudem,"Government Ayurvedic Dispensary, Arlagudem (Regular)",Ayurveda dispensary,17.8161992,80.9657257,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswapuram,Ashwapuram,Grampanchayath Road,Beside Mission Bhagiratha Water Tank,"Government Ayurvedic Dispensary, Ashwapuram (Regular)",Ayurveda dispensary,17.8365915,80.8280361,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,Medical Colony Bhadrachalam,Area Hospital Bhadrachalam,"Government Ayurvedic Dispensary, Bhadrachalam (Regular)",Ayurveda dispensary,17.6661678,80.8926373,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chunchupalli,Chunchupally,Babu Camp,Opp:Central Bank ATM,"Government Ayurvedic Dispensary, Chunchupally (Regular)",Ayurveda dispensary,17.5396045,80.6182266,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Palvoncha,Jagannadhapuram,Main Road,PHC Jagannadhapuram,"Government Ayurvedic Dispensary, Jagannadhapuram (NRHM)",Ayurveda dispensary,17.6059979,80.7470168,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Julurpadu,Julurupadu,Papakol Road,PHC Julurupadu,"Government Ayurvedic Dispensary, Julurupadu (NRHM)",Ayurveda dispensary,17.4090583,80.5030881,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Karakagudem,Karakagudem,Seetharampuram,Near MRO Office,"Government Ayurvedic Dispensary, Karakagudem (Regular)",Ayurveda dispensary,18.0389311,80.5668598,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Manuguru,Manuguru,"Shivalingapuram, Manuguru",Near MPUPS Shivalingapuram,"Government Ayurvedic Dispensary, Manuguru (NRHM)",Ayurveda dispensary,17.9504949,80.8184867,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Burgampahad,Morampalli Banjara,Main Road,Opp:Shivalayam,"Government Ayurvedic Dispensary, Morampalli Banjara (NRHM)",Ayurveda dispensary,17.6361789,80.8079963,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dammapeta,Nagupally,Main Road Nagupally,Beside Sub Center Nagupally,"Government Ayurvedic Dispensary, Nagupally (Regular)",Ayurveda dispensary,17.281039,80.8787835,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Palvoncha,Palvancha,Municipal Office Road,Opp: Municipal Office,"Government Ayurvedic Dispensary, Palvancha (NRHM)",Ayurveda dispensary,17.6007663,80.7041138,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chunchupalli,Penugadapa,Main Road Penugadapa,Near Govt. School,"Government Ayurvedic Dispensary, Penugadapa (NRHM)",Ayurveda dispensary,17.4652071,80.6700915,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Cherla,R.Kothagudem,Main Road,Opp:Temple,"Government Ayurvedic Dispensary, R.Kothagudem (Regular)",Ayurveda dispensary,18.0056141,80.8734624,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Yellandu,Rompaid,R&B Main Road Old Check Post,PHC Rompaid,"Government Ayurvedic Dispensary, Rompaid (Regular)",Ayurveda dispensary,17.6381637,80.2984874,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Sujathanagar,Sujathanagar,Singabupalem Road,Near Bhavani Jewellery,"Government Ayurvedic Dispensary, Sujathanagar (NRHM)",Ayurveda dispensary,17.484174,80.5681061,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Tekulapalli,Sulahanagar,Mutyalampadu X Road,Behin Grampanchayath Office,"Government Ayurvedic Dispensary, Sulahanagar (NRHM)",Ayurveda dispensary,17.5604367,80.5005645,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,Ashwaraopet,Rajamandri Road,Beside ZPHS School,"Government Homoeo Dispensary, Ashwaraopet (Regular)",Homoeopathy dispensary,17.2422593,81.1311037,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,Medical Colony,"In the Premises of Area Hospital, Bhadrachalam","Government Homoeo Dispensary, Bhadrachalam (Regular)",Homoeopathy dispensary,17.6657146,80.8926822,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chandrugonda,Chandrugonda,Main Road Chandrugonda,Near Indian Oil Petrol Pump,"Government Homoeo Dispensary, Chandrugonda (NRHM)",Homoeopathy dispensary,17.3825571,80.6567974,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Cherla,Cherla,Main Road,PHC Cherla,"Government Homoeo Dispensary, Cherla (NRHM)",Homoeopathy dispensary,18.0917508,80.797351,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dummugudem,Parnashala,Temple Road Chinnabandirevu,Shivalayam Road,"Government Homoeo Dispensary, Parnashala (NRHM)",Homoeopathy dispensary,17.9161715,80.9181585,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Pinapaka,Pinapaka Main Road,Ramalayam Street,ZPHS High School,"Government Homoeo Dispensary, Pinapaka (NRHM)",Homoeopathy dispensary,18.0252654,80.6928393,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Yellandu,Yellandu,Area Hospital,Opp: Kalanjali Theater,"Government Homoeo Dispensary, Yellandu (Regular)",Homoeopathy dispensary,17.5857124,80.329385,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dummugudem,Narasapuram,Cherla Road,Near Panchayath Office,"Government Naturopathy Dispensary, Narasapuram (NRHM)",Yoga And Naturopathy dispensary,17.7759713,80.881949,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,Ashwaraopet,"Chilakalagandi Mutyalamma Temple, Vinayakapuram",Near Shivalayam Temple,"Government Unani Dispensary, Ashwaraopet (NRHM)",Unani  dispensary,17.3475662,81.1191252,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,Doctors Colony,"Area Hospital, Bhadrachalam","Government Unani Dispensary, Bhadrachalam (Regular)",Unani  dispensary,17.6662525,80.8923707,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,Gumadavelly,Near Peddavagu Project,Near Peddavagu Project,"Government Unani Dispensary, Gumadavelly (NRHM)",Unani  dispensary,17.4153166,81.1778988,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Pinapaka,Janampeta,Bhupathiraopeta Road,Near Saibaba Temple,"Government Unani Dispensary, Janampeta (NRHM)",Unani  dispensary,18.0989909,80.6885663,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Julurpadu,Julurupahad,Papakol Road,PHC Juluruphad,"Government Unani Dispensary, Papakol (Regular)",Unani  dispensary,17.4090583,80.5030881,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Laxmidevipalli,Regalla,Gollagudem Road,Near Primary School,"Government Unani Dispensary, Regalla (NRHM)",Unani  dispensary,17.6187826,80.6332005,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Cherla,,FOREST OFFICE OPP,FOREST OFFICE STREET,"Primariy Health Centre, Charla",Primary Health Centre,18.08593048,80.83491325,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Gundala,Allapalli,Main Road,Near High School,"Primary Health Centre, Allapalli",Primary Health Centre,17.8299145,80.4799273,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,Mutyalamma Temple,Main Road,Chilakalagandi,"Primary Health Centre, Aswaraopeta",Primary Health Centre,17.2444836,81.1313111,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chandrugonda,Main Road,Kothagudem Road,Near Petrol Bunk,"Primary Health Centre, Chandrugonda",Primary Health Centre,17.39241546,80.57330132,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dammapeta,Dammapeta,"Mandalapalli, Dammapeta Road",Dammapeta Road,"Primary Health Centre, Dammapeta",Primary Health Centre,17.2674254,81.0105872,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chandrugonda,,main road,Beside high School,"Primary Health Centre, Erragunta",Primary Health Centre,17.1556203,80.771321,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,pedavagu project,Main Road,Pedavagu project,"Primary Health Centre, Gummadavalli",Primary Health Centre,17.4185199,81.1471836,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Gundala,GUNDALA,POLICE LINE,Near Police Station,"Primary Health Centre, Gundala",Primary Health Centre,17.9116758,80.3254886,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Pinapaka,,,ZPSS SHCOOL,"Primary Health Centre, Janampeta",Primary Health Centre,18.095689,80.6881213,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Julurpadu,Near Khammam Main Road,Papakollu Road,Near Veternary dispensary,"Primary Health Centre, Julurupadu",Primary Health Centre,17.4071061,80.50286,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Pinapaka,,MAIN ROOD,,"Primary Health Centre, Karakagudem",Primary Health Centre,18.0383447,80.6049374,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Mulkalapally,Mangapeta,Main Road,MRO Office,"Primary Health Centre, Mangapeta",Primary Health Centre,18.2483287,80.5188396,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Manuguru,SHIVALINGAPURAM,OLD CINIMA HALL,MAIN ROAD SHIVALINGAPURAM,"Primary HEalth Centre, Manuguru",Primary Health Centre,17.9312067,80.8266197,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Burgampahad,SC Colony,Bhadrachalam Main road,Near Sandy,"Primary Health Centre, Morampallibanjara",Primary Health Centre,17.6332723,80.8114792,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dummugudem,NARSAPURAM,NARSAPURAM,Main Road,"Primary Health Centre, Narsapuram",Primary Health Centre,17.3291312,80.7269854,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Dammapeta,Patwarigudem,"Near SC Colony, Patwari Gudem",Patwarigudem,"Primary Health Centre, Patwarigudem",Primary Health Centre,17.3487003,80.9622388,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,Penagadapa,Main Road,Near Govt School,"Primary Health Centre, Penagadapa",Primary Health Centre,17.45432628,80.64930439,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Pinapaka,,NEAR ZPSS SCHOOL,KARAKAGUDEM ROAD,"Primary Health Centre, Pinapaka",Primary Health Centre,18.02334354,80.68861485,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,Regalla,Bangaruchelaka Road,Regalla High School,"Primary Health Centre, Regalla",Primary Health Centre,17.6227441,80.6347728,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Cherla,,MARKET  OFFICE ROAD,,"Primary Health Centre, Satyanarayanapuram",Primary Health Centre,18.0171698,80.8668369,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,,Main Road,,"Primary Health Centre, Sujatha Nagar",Primary Health Centre,17.4847791,80.5727702,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Tekulapalli,MUTYALAMPADU,MAIN ROAD MUTYALAMPADU,MUTYALAMPADU STAGE,"Primary Health Centre, Sulahanagar",Primary Health Centre,17.59922,80.34267,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,7-In Cline,Near Balaji Kirana,,"SubCentre, 7 incline",SubCentre,17.47991159,80.67110538,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chandrugonda,,beside saibaba temple,,"SubCentre, Abbugudem",SubCentre,17.3754485,80.7158977,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Gundala,Allapalli,Main Road,Allapalli,"SubCentre, Allapalli",SubCentre,17.8299145,80.4799273,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,sujathanagar,,MAIN ROAD,"SubCentre, Ambedkar Nagar",SubCentre,17.1876111,80.4003087,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Kothagudem,Anandhakhani,,Opposite Check Post,"SubCentre, Anandkhani",SubCentre,17.50577979,80.64606428,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Aswaraopeta,ANANTHARAM,ANANTHARAM,NEAR WATER TANK,"SubCentre, Anantharam",SubCentre,17.1676076,80.2502535,Rural,Functional,Private - for profit
Telangana,Bhadradri Kothagudem,Pinapaka,ANNATHARAM,MAIN ROAD,AW CENTER,"SubCentre, Anantharam",SubCentre,17.1676076,80.2502535,Rural,Functional,Private - for profit
Telangana,Bhadradri Kothagudem,Julurpadu,,main road,,"SubCentre, Anantharam",SubCentre,17.1676076,80.2502535,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Burgampahad,AWC3 (aya house),Suryam bajar,Near Hanuman temple,"SubCentre, Anjanapuram",SubCentre,17.62864428,80.79268456,Rural,Functional,Private - for profit
Telangana,Bhadradri Kothagudem,Dammapeta,,"Beside GP Office, Ankamapelm",Ankampalem,"SubCentre, Ankampalem",SubCentre,17.38651809,80.96110582,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Chandrugonda,,balajinagar,,"SubCentre, Annapureddipalli",SubCentre,17.367041,80.7852939,Rural,Functional,State Government
Telangana,Bhadradri Kothagudem,Julurpadu,,Ups School,,"SubCentre, Annarupadu",SubCentre,17.42929526,80.48738211,Rural,Functional,State Government
